,,,,,483,Новчане казне и пенали по решењу судова,"1,000",
,,,,,512,Машине и опрема,"600,000",
3,,,,,,ВЛАДА,"7,154,950,000",
,,,,,,Извори финансирања за раздео 3,,
,,,,,1,Приходи из буџета,"6,681,859,000",
,,,,,5,Донације од иностраних земаља,"138,230,000",
,,,,,6,Донације од међународних организација,"14,949,000",
,,,,,8,Добровољни трансфери од физичких и правних лица,"12,500,000",
,,,,,15,Неутрошена средства из донација из ранијих година,"412,000",
,,,,,56,Финансијска помоћ ЕУ,"307,000,000",
,3.1,,,,,КАБИНЕТ ПРЕДСЕДНИКА ВЛАДЕ,"20,804,000",
,,,,,,Извори финансирања за главу 3.1,,
,,,,,1,Приходи из буџета,"20,804,000",
,,2102,,,,Подршка раду Владе,"20,804,000",
,,,,,,"Извршни и законодавни органи, финансијски и","20,804,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови кабинета,"20,804,000",
,,,,1,,,,
,,,,,,председника Владе,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","6,464,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,157,000",
,,,,,413,Накнаде у натури,"50,000",
,,,,,414,Социјална давања запосленима,"30,000",
,,,,,415,Накнаде трошкова за запослене,"30,000",
,,,,,416,Награде запосленима и остали посебни расходи,"1,000",
,,,,,421,Стални трошкови,"250,000",
,,,,,422,Трошкови путовања,"2,700,000",
,,,,,423,Услуге по уговору,"9,850,000",
,,,,,425,Текуће поправке и одржавање,"1,000",
,,,,,426,Материјал,"220,000",
,,,,,483,Новчане казне и пенали по решењу судова,"1,000",
,,,,,512,Машине и опрема,"50,000",
,,,,,,КАБИНЕТ ПРВОГ ПОТПРЕДСЕДНИКА ВЛАДЕ,"21,260,000",
,3.2,,,,,И МИНИСТРА СПОЉНИХ ПОСЛОВА,,
,,,,,,Извори финансирања за главу 3.2,,
,,,,,1,Приходи из буџета,"21,260,000",
,,,,,,,53,
,,,,,,,,
,,,,Програмска,Економска,,,
Раздео,Глава,Програм,Функција,активност/,класифи-,ОПИС,Укупна средства,
,,,,Пројекат,кација,,,
1,2,3,4,5,6,7,8,
,,2102,,,,Подршка раду Владе,"21,260,000",
,,,,,,"Извршни и законодавни органи, финансијски и","21,260,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови кабинета првог,"21,260,000",
,,,,2,,потпредседника Владе и министра спољних послова,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","5,701,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,000,000",
,,,,,413,Накнаде у натури,"100,000",
,,,,,414,Социјална давања запосленима,"75,000",
,,,,,415,Накнаде трошкова за запослене,"400,000",
,,,,,416,Награде запосленима и остали посебни расходи,"1,000",
,,,,,421,Стални трошкови,"360,000",
,,,,,422,Трошкови путовања,"3,500,000",
,,,,,423,Услуге по уговору,"9,502,000",
,,,,,425,Текуће поправке и одржавање,"20,000",
,,,,,426,Материјал,"450,000",
,,,,,483,Новчане казне и пенали по решењу судова,"1,000",
,,,,,512,Машине и опрема,"150,000",
,,,,,,КАБИНЕТ ПОТПРЕДСЕДНИКА ВЛАДЕ И,"23,731,000",
,3.3,,,,,МИНИСТРА ДРЖАВНЕ УПРАВЕ И ЛОКАЛНЕ,,
,,,,,,САМОУПРАВЕ,,
,,,,,,Извори финансирања за главу 3.3,,
,,,,,1,Приходи из буџета,"23,731,000",
,,2102,,,,Подршка раду Владе,"23,731,000",
,,,,,,"Извршни и законодавни органи, финансијски и","23,731,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови кабинета,"23,731,000",
,,,,3,,потпредседника владе и министра државне управе,,
,,,,,,и локалне самоуправе,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","13,300,000",
,,,,,412,Социјални доприноси на терет послодавца,"2,400,000",
,,,,,413,Накнаде у натури,"78,000",
,,,,,414,Социјална давања запосленима,"50,000",
,,,,,415,Накнаде трошкова за запослене,"380,000",
,,,,,416,Награде запосленима и остали посебни расходи,"1,000",
,,,,,421,Стални трошкови,"420,000",
,,,,,422,Трошкови путовања,"356,000",
,,,,,423,Услуге по уговору,"6,390,000",
,,,,,425,Текуће поправке и одржавање,"20,000",
,,,,,426,Материјал,"255,000",
,,,,,483,Новчане казне и пенали по решењу судова,"1,000",
,,,,,512,Машине и опрема,"80,000",
,,,,,,КАБИНЕТ ПОТПРЕДСЕДНИКА ВЛАДЕ И,"19,830,000",
,3.4,,,,,"МИНИСТРА ТРГОВИНЕ, ТУРИЗМА И",,
,,,,,,ТЕЛЕКОМУНИКАЦИЈА,,
,,,,,,Извори финансирања за главу 3.4,,
,,,,,1,Приходи из буџета,"19,830,000",
,,2102,,,,Подршка раду Владе,"19,830,000",
,,,,,,"Извршни и законодавни органи, финансијски и","19,830,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови кабинета,"19,830,000",
,,,,5,,"потпредседника владе и министра трговине,",,
,,,,,,туризма и телекомуникација,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","7,301,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,307,000",
,,,,,413,Накнаде у натури,"50,000",
,,,,,414,Социјална давања запосленима,"100,000",
,,,,,415,Накнаде трошкова за запослене,"300,000",
,,,,,416,Награде запосленима и остали посебни расходи,"1,000",
,,,,,421,Стални трошкови,"450,000",
,,,,,,,54,
,,,,,,,,
,,,,Програмска,Економска,,,
Раздео,Глава,Програм,Функција,активност/,класифи-,ОПИС,Укупна средства,
,,,,Пројекат,кација,,,
1,2,3,4,5,6,7,8,
,,,,,422,Трошкови путовања,"2,500,000",
,,,,,423,Услуге по уговору,"7,000,000",
,,,,,425,Текуће поправке и одржавање,"20,000",
,,,,,426,Материјал,"500,000",
,,,,,483,Новчане казне и пенали по решењу судова,"1,000",
,,,,,512,Машине и опрема,"300,000",
,,,,,,КАБИНЕТ ПОТПРЕДСЕДНИКА ВЛАДЕ И,"19,987,000",
,3.5,,,,,"МИНИСТРА ГРАЂЕВИНАРСТВА, САОБРАЋАЈА",,
,,,,,,И ИНФРАСТРУКТУРЕ,,
,,,,,,Извори финансирања за главу 3.5,,
,,,,,1,Приходи из буџета,"19,987,000",
,,2102,,,,Подршка раду Владе,"19,987,000",
,,,,,,"Извршни и законодавни органи, финансијски и","19,987,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови кабинета,"19,987,000",
,,,,4,,"потпредседника владе и министра грађевинарства,",,
,,,,,,саобраћаја и инфраструктуре,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","14,088,000",
,,,,,412,Социјални доприноси на терет послодавца,"2,089,000",
,,,,,413,Накнаде у натури,"1,000",
,,,,,414,Социјална давања запосленима,"1,000",
,,,,,415,Накнаде трошкова за запослене,"430,000",
,,,,,416,Награде запосленима и остали посебни расходи,"1,000",
,,,,,421,Стални трошкови,"320,000",
,,,,,422,Трошкови путовања,"987,000",
,,,,,423,Услуге по уговору,"1,500,000",
,,,,,425,Текуће поправке и одржавање,"20,000",
,,,,,426,Материјал,"448,000",
,,,,,482,"Порези, обавезне таксе и казне и пенали","1,000",
,,,,,483,Новчане казне и пенали по решењу судова,"1,000",
,,,,,512,Машине и опрема,"100,000",
,,,,,,КАБИНЕТ МИНИСТРА БЕЗ ПОРТФЕЉА,"23,483,000",
,3.6,,,,,ЗАДУЖЕНОГ ЗА ЕВРOПСКЕ ИНТЕГРАЦИЈЕ,,
,,,,,,Извори финансирања за главу 3.6,,
,,,,,1,Приходи из буџета,"23,483,000",
,,2102,,,,Подршка раду Владе,"23,483,000",
,,,,,,"Извршни и законодавни органи, финансијски и","23,483,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови кабинета  министра,"23,483,000",
,,,,6,,без портфеља задуженог за европске интеграције,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","7,350,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,350,000",
,,,,,413,Накнаде у натури,"85,000",
,,,,,414,Социјална давања запосленима,"55,000",
,,,,,415,Накнаде трошкова за запослене,"400,000",
,,,,,416,Награде запосленима и остали посебни расходи,"1,000",
,,,,,421,Стални трошкови,"680,000",
,,,,,422,Трошкови путовања,"7,361,000",
,,,,,423,Услуге по уговору,"5,500,000",
,,,,,425,Текуће поправке и одржавање,"50,000",
,,,,,426,Материјал,"400,000",
,,,,,483,Новчане казне и пенали по решењу судова,"1,000",
,,,,,512,Машине и опрема,"250,000",
,,,,,,КАБИНЕТ МИНИСТРА БЕЗ ПОРТФЕЉА,"24,837,000",
,3.7,,,,,,,
,,,,,,ЗАДУЖЕНОГ ЗА ВАНРЕДНЕ СИТУАЦИЈЕ,,
,,,,,,Извори финансирања за главу 3.7,,
,,,,,1,Приходи из буџета,"24,837,000",
,,,,,,,55,
,,,,,,,,
,,,,Програмска,Економска,,,
Раздео,Глава,Програм,Функција,активност/,класифи-,ОПИС,Укупна средства,
,,,,Пројекат,кација,,,
1,2,3,4,5,6,7,8,
,,2102,,,,Подршка раду Владе,"24,837,000",
,,,,,,"Извршни и законодавни органи, финансијски и","24,837,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови кабинета министра,"24,837,000",
,,,,7,,без портфеља задуженог за ванредне ситуације,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","11,520,000",
,,,,,412,Социјални доприноси на терет послодавца,"2,062,000",
,,,,,413,Накнаде у натури,"50,000",
,,,,,414,Социјална давања запосленима,"250,000",
,,,,,415,Накнаде трошкова за запослене,"450,000",
,,,,,421,Стални трошкови,"301,000",
,,,,,422,Трошкови путовања,"1,900,000",
,,,,,423,Услуге по уговору,"7,254,000",
,,,,,425,Текуће поправке и одржавање,"200,000",
,,,,,426,Материјал,"800,000",
,,,,,512,Машине и опрема,"50,000",
,3.8,,,,,ГЕНЕРАЛНИ СЕКРЕТАРИЈАТ ВЛАДЕ,"261,606,000",
,,,,,,Извори финансирања за главу 3.8,,
,,,,,1,Приходи из буџета,"261,606,000",
,,2102,,,,Подршка раду Владе,"261,606,000",
,,,,,,"Извршни и законодавни органи, финансијски и","261,606,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Стручни и оперативни послови Генералног,"261,606,000",
,,,,8,,,,
,,,,,,секретаријата Владе,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","138,200,000",
,,,,,412,Социјални доприноси на терет послодавца,"24,800,000",
,,,,,413,Накнаде у натури,"600,000",
,,,,,414,Социјална давања запосленима,"1,275,000",
,,,,,415,Накнаде трошкова за запослене,"4,500,000",
,,,,,416,Награде запосленима и остали посебни расходи,"800,000",
,,,,,421,Стални трошкови,"11,401,000",
,,,,,422,Трошкови путовања,"34,000,000",
,,,,,423,Услуге по уговору,"39,650,000",
,,,,,425,Текуће поправке и одржавање,"680,000",
,,,,,426,Материјал,"3,000,000",
,,,,,482,"Порези, обавезне таксе и казне и пенали","100,000",
,,,,,483,Новчане казне и пенали по решењу судова,"300,000",
,,,,,512,Машине и опрема,"2,000,000",
,,,,,515,Нематеријална имовина,"300,000",
,,,,,,КАНЦЕЛАРИЈА ЗА САРАДЊУ С МЕДИЈИМА,"39,980,000",
,3.9,,,,,,,
,,,,,,Извори финансирања за главу 3.9,,
,,,,,1,Приходи из буџета,"39,980,000",
,,2102,,,,Подршка раду Владе,"39,980,000",
,,,,,,"Извршни и законодавни органи, финансијски и","39,980,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Медијско праћење рада Владе у оквиру прес службе,"37,765,000",
,,,,9,,,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","24,863,000",
,,,,,412,Социјални доприноси на терет послодавца,"4,450,000",
,,,,,413,Накнаде у натури,"100,000",
,,,,,414,Социјална давања запосленима,"398,000",
,,,,,415,Накнаде трошкова за запослене,"716,000",
,,,,,416,Награде запосленима и остали посебни расходи,"240,000",
,,,,,421,Стални трошкови,"1,006,000",
,,,,,422,Трошкови путовања,"350,000",
,,,,,423,Услуге по уговору,"4,252,000",
,,,,,424,Специјализоване услуге,"50,000",
,,,,,425,Текуће поправке и одржавање,"90,000",
,,,,,426,Материјал,"600,000",
,,,,,,,56,
,,,,,,,,
,,,,Програмска,Економска,,,
Раздео,Глава,Програм,Функција,активност/,класифи-,ОПИС,Укупна средства,
,,,,Пројекат,кација,,,
1,2,3,4,5,6,7,,8
,,,,,512,Машине и опрема,,"650,000"
,,,,,,Медијско праћење рада Владе у оквиру интернет,"2,215,000",
,,,,10,,,,
,,,,,,одељења,,
,,,,,421,Стални трошкови,"2,215,000",
,,,,,,КАНЦЕЛАРИЈА ЗА ЕВРОПСКЕ ИНТЕГРАЦИЈЕ,"551,249,000",
,3.10,,,,,,,
,,,,,,Извори финансирања за главу 3.10,,
,,,,,1,Приходи из буџета,"316,168,000",
,,,,,5,Донације од иностраних земаља,"111,900,000",
,,,,,15,Неутрошена средства из донација из ранијих година,,"180,000"
,,,,,56,Финансијска помоћ ЕУ,"123,001,000",
,,601,,,,Подршка приступању Србије ЕУ,"196,792,000",
,,,,,,"Извршни и законодавни органи, финансијски и","196,792,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Координација процеса европских интеграција,"61,535,000",
,,,,1,,,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","30,736,000",
,,,,,412,Социјални доприноси на терет послодавца,"5,115,000",
,,,,,414,Социјална давања запосленима,,"800,000"
,,,,,415,Накнаде трошкова за запослене,"1,602,000",
,,,,,416,Награде запосленима и остали посебни расходи,,"45,000"
,,,,,421,Стални трошкови,"2,438,000",
,,,,,422,Трошкови путовања,"7,000,000",
,,,,,423,Услуге по уговору,"13,731,000",
,,,,,426,Материјал,,"68,000"
,,,,,,Стручна и административна подршка раду,"24,338,000",
,,,,2,,,,
,,,,,,Преговарачког тима,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","1,200,000",
,,,,,412,Социјални доприноси на терет послодавца,,"215,000"
,,,,,414,Социјална давања запосленима,,"200,000"
,,,,,415,Накнаде трошкова за запослене,,"40,000"
,,,,,421,Стални трошкови,"3,065,000",
,,,,,422,Трошкови путовања,"6,000,000",
,,,,,423,Услуге по уговору,"13,318,000",
,,,,,426,Материјал,,"270,000"
,,,,,512,Машине и опрема,,"30,000"
,,,,,,Информисање јавности о процесу европских,"19,049,000",
,,,,3,,,,
,,,,,,интеграција,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","5,850,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,047,000",
,,,,,414,Социјална давања запосленима,,"200,000"
,,,,,415,Накнаде трошкова за запослене,,"177,000"
,,,,,416,Награде запосленима и остали посебни расходи,,"85,000"
,,,,,421,Стални трошкови,,"14,000"
,,,,,422,Трошкови путовања,"1,020,000",
,,,,,423,Услуге по уговору,"7,088,000",
,,,,,426,Материјал,,"68,000"
,,,,,481,Дотације невладиним организацијама,"3,500,000",
,,,,,,Унапређење административних капацитета,"8,354,000",
,,,,4,,Републике Србије у области европских интеграција,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","4,341,000",
,,,,,412,Социјални доприноси на терет послодавца,,"777,000"
,,,,,414,Социјална давања запосленима,,"200,000"
,,,,,415,Накнаде трошкова за запослене,,"159,000"
,,,,,416,Награде запосленима и остали посебни расходи,,"45,000"
,,,,,421,Стални трошкови,,"122,000"
,,,,,422,Трошкови путовања,,"400,000"
,,,,,,,,57
,,,,,,,,
,,,,Програмска,Економска,,,
Раздео,Глава,Програм,Функција,активност/,класифи-,ОПИС,Укупна средства,
,,,,Пројекат,кација,,,
1,2,3,4,5,6,7,8,
,,,,,423,Услуге по уговору,"2,310,000",
,,,,,,Припремљена национална верзија правних,"38,777,000",
,,,,5,,,,
,,,,,,тековина ЕУ,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","10,987,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,967,000",
,,,,,414,Социјална давања запосленима,"300,000",
,,,,,415,Накнаде трошкова за запослене,"393,000",
,,,,,416,Награде запосленима и остали посебни расходи,"45,000",
,,,,,421,Стални трошкови,"13,000",
,,,,,422,Трошкови путовања,"650,000",
,,,,,423,Услуге по уговору,"24,422,000",
,,,,6,,Администрација и управљање,"44,739,000",
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","19,009,000",
,,,,,412,Социјални доприноси на терет послодавца,"3,403,000",
,,,,,414,Социјална давања запосленима,"500,000",
,,,,,415,Накнаде трошкова за запослене,"584,000",
,,,,,421,Стални трошкови,"3,313,000",
,,,,,422,Трошкови путовања,"650,000",
,,,,,423,Услуге по уговору,"10,531,000",
,,,,,425,Текуће поправке и одржавање,"550,000",
,,,,,426,Материјал,"3,043,000",
,,,,,482,"Порези, обавезне таксе и казне и пенали","100,000",
,,,,,483,Новчане казне и пенали по решењу судова,"100,000",
,,,,,512,Машине и опрема,"2,306,000",
,,,,,515,Нематеријална имовина,"650,000",
,,,,,,Подршка ефективном коришћењу Инструмената за,"354,457,000",
,,602,,,,претприступну помоћ ЕУ и развојне помоћи,,
,,,,,,"Извршни и законодавни органи, финансијски и","354,457,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,,,Планирање и програмирање ЕУ средстава и,"31,134,000",
,,,,1,,,,
,,,,,,развојне помоћи,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","18,652,000",
,,,,,412,Социјални доприноси на терет послодавца,"2,850,000",
,,,,,414,Социјална давања запосленима,"600,000",
,,,,,415,Накнаде трошкова за запослене,"991,000",
,,,,,416,Награде запосленима и остали посебни расходи,"45,000",
,,,,,421,Стални трошкови,"1,836,000",
,,,,,422,Трошкови путовања,"2,300,000",
,,,,,423,Услуге по уговору,"3,688,000",
,,,,,426,Материјал,"68,000",
,,,,,512,Машине и опрема,"104,000",
,,,,,,Праћење и извештавање о ЕУ средствима и,"11,725,000",
,,,,2,,,,
,,,,,,међународној помоћи,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","8,238,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,475,000",
,,,,,414,Социјална давања запосленима,"200,000",
,,,,,415,Накнаде трошкова за запослене,"335,000",
,,,,,416,Награде запосленима и остали посебни расходи,"45,000",
,,,,,421,Стални трошкови,"17,000",
,,,,,422,Трошкови путовања,"400,000",
,,,,,423,Услуге по уговору,"1,015,000",
,,,,,,"Комуникација, координација и јачање капацитета","3,701,000",
,,,,3,,у вези са коришћењем ЕУ средстава и развојне,,
,,,,,,помоћи,,
,,,,,421,Стални трошкови,"182,000",
,,,,,422,Трошкови путовања,"10,000",
,,,,,423,Услуге по уговору,"3,509,000",
,,,,,,,58,
,,,,,,,,
,,,,Програмска,Економска,,,
Раздео,Глава,Програм,Функција,активност/,класифи-,ОПИС,Укупна средства,
,,,,Пројекат,кација,,,
1,2,3,4,5,6,7,8,
,,,,,,Планирање и програмирање и ефикасно,"30,475,000",
,,,,4,,спровођење програма прекограничне и,,
,,,,,,транснационалне сарадње,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","18,002,000",
,,,,,412,Социјални доприноси на терет послодавца,"3,222,000",
,,,,,414,Социјална давања запосленима,"700,000",
,,,,,415,Накнаде трошкова за запослене,"678,000",
,,,,,416,Награде запосленима и остали посебни расходи,"60,000",
,,,,,421,Стални трошкови,"141,000",
,,,,,422,Трошкови путовања,"1,550,000",
,,,,,423,Услуге по уговору,"5,492,000",
,,,,,425,Текуће поправке и одржавање,"550,000",
,,,,,482,"Порези, обавезне таксе и казне и пенали","80,000",
,,,,,,Спровођење пројеката ИПА компоненте чији је,"4,785,000",
,,,,5,,,,
,,,,,,корисник КЕИ,,
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","3,510,000",
,,,,,412,Социјални доприноси на терет послодавца,"628,000",
,,,,,414,Социјална давања запосленима,"150,000",
,,,,,415,Накнаде трошкова за запослене,"137,000",
,,,,,421,Стални трошкови,"10,000",
,,,,,422,Трошкови путовања,"350,000",
,,,,,,ИПА 2013 - Подршка европским интеграцијама и,"139,185,000",
,,,,4001,,припрема пројеката за 2014 - 2020,,
,,,,,421,Стални трошкови,"72,000",
,,,,,423,Услуге по уговору,"137,760,000",
,,,,,485,Накнада штете за повреде или штету нанету од стране,"1,353,000",
,,,,,,државних органа,,
,,,,,,ИПА програм прекограничне сарадње Бугарска -,"16,104,000",
,,,,4002,,,,
,,,,,,Србија,,
,,,,,465,Остале дотације и трансфери,"16,104,000",
,,,,,,ИПА програм прекограничне сарадње Румунија -,"32,758,000",
,,,,4003,,,,
,,,,,,Србија,,
,,,,,465,Остале дотације и трансфери,"32,758,000",
,,,,,,ИПА програм прекограничне сарадње Мађарска-,"16,080,000",
,,,,4004,,,,
,,,,,,Србија,,
,,,,,465,Остале дотације и трансфери,"16,080,000",
,,,,,,ИПА програм прекограничне сарадње Хрватска-,"12,984,000",
,,,,4005,,,,
,,,,,,Србија,,
,,,,,465,Остале дотације и трансфери,"12,984,000",
,,,,,,ИПА програм прекограничне сарадње Србија -,"15,714,000",
,,,,4006,,,,
,,,,,,Босна и Херцеговина,,
,,,,,465,Остале дотације и трансфери,"15,714,000",
,,,,,,ИПА програм прекограничне сарадње Србија -,"8,760,000",
,,,,4007,,,,
,,,,,,Црна Гора,,
,,,,,465,Остале дотације и трансфери,"8,760,000",
,,,,,,Транснационални програм Дунав (Југоисточна,"20,511,000",
,,,,4008,,,,
,,,,,,Европа),,
,,,,,465,Остале дотације и трансфери,"20,511,000",
,,,,,,Јадранско Јонски транснационални програм,"10,541,000",
,,,,4009,,,,
,,,,,,(Јадрански програм),,
,,,,,465,Остале дотације и трансфери,"10,541,000",
,3.11,,,,,САВЕТ ЗА БОРБУ ПРОТИВ КОРУПЦИЈЕ,"20,204,000",
,,,,,,Извори финансирања за главу 3.11,,
,,,,,,,59,
,,,,,,,,
,,,,Програмска,Економска,,,
Раздео,Глава,Програм,Функција,активност/,класифи-,ОПИС,Укупна средства,
,,,,Пројекат,кација,,,
1,2,3,4,5,6,7,8,
,,,,,1,Приходи из буџета,"20,204,000",
,,1601,,,,Борба против корупције,"20,204,000",
,,,,,,Јавни ред и безбедност некласификован на другом,"20,204,000",
,,,360,,,,,
,,,,,,месту,,
,,,,,,Стручна подршка Влади у борби против корупције,"20,204,000",
,,,,1,,,,
,,,,,421,Стални трошкови,"270,000",
,,,,,422,Трошкови путовања,"800,000",
,,,,,423,Услуге по уговору,"18,934,000",
,,,,,426,Материјал,"200,000",
,3.12,,,,,СЛУЖБА ЗА УПРАВЉАЊЕ КАДРОВИМА,"87,181,000",
,,,,,,Извори финансирања за главу 3.12,,
,,,,,1,Приходи из буџета,"87,181,000",
,,606,,,,Подршка раду органа јавне управе,"87,181,000",
,,,,,,"Извршни и законодавни органи, финансијски и","87,181,000",
,,,110,,,,,
,,,,,,фискални послови и спољни послови,,
,,,,1,,Развој људских ресурса,"13,462,000",
,,,,,411,"Плате, додаци и накнаде запослених (зараде)","7,586,000",
,,,,,412,Социјални доприноси на терет послодавца,"1,356,000",
